"","year","Longitude","Latitude","optional"
"202",2017,-80.447186,25.46481,TRUE
"203",2016,-80.272386,25.681264,TRUE
"204",2016,-80.379858,25.754116,TRUE
"205",2016,-80.378997,25.755812,TRUE
"206",2007,-80.324306,25.732566,TRUE
"207",2016,-80.523482,25.407727,TRUE
"208",2015,-80.28445,25.67868,TRUE
"209",2014,-80.27234,25.67565,TRUE
"210",2014,-80.47903,25.4443,TRUE
"211",2003,-80.157883,25.704317,TRUE
"212",2002,-80.28443,25.68346,TRUE
"213",2013,-80.29401,25.64318,TRUE
"214",2013,-80.34731,25.54815,TRUE
"215",2013,-80.47214,25.76138,TRUE
"216",2013,-80.54179,25.41749,TRUE
"217",2012,-80.35902,25.55653,TRUE
"218",2012,-80.36448,25.48556,TRUE
"219",2010,-80.43494,25.76162,TRUE
"220",2010,-80.45637,25.72755,TRUE
"221",2011,-80.44847,25.7679,TRUE
"222",2010,-80.27899,25.88609,TRUE
"223",2009,-80.35394,25.55611,TRUE
"224",2009,-80.28392,25.67673,TRUE
"225",2008,-80.339422,25.813436,TRUE
"226",1997,-80.38223,25.700624,TRUE
"227",1996,-80.384639,25.700763,TRUE
"228",1996,-80.47886,25.69797,TRUE
"229",2004,-80.379425,25.451842,TRUE
"230",2003,-80.1575,25.673667,TRUE
"231",2016,-80.349358,25.696546,TRUE
"232",2002,-80.1579,25.7043,TRUE
"233",2011,-80.151384,25.93847,TRUE
"234",2011,-80.152801,25.940728,TRUE
"235",2016,-80.271558,25.675696,TRUE
"236",2016,-80.444767,25.475753,TRUE
"237",2016,-80.408683,25.754668,TRUE
"238",2015,-80.154136,25.713621,TRUE
"239",2013,-80.390053,25.761904,TRUE
"240",2016,-80.272159,25.675522,TRUE
"241",2014,-80.275736,25.676586,TRUE
"242",2014,-80.51768,25.90424,TRUE
"243",2006,-80.277384,25.685377,TRUE
"244",2011,-80.273667,25.677333,TRUE
"245",2004,-80.284483,25.682395,TRUE
"310",2008,-80.33942,25.81344,TRUE
"711",2007,-80.31049,25.82065,TRUE
"1610",2010,-80.45637,25.72755,TRUE
"1710",2010,-80.4806,25.74366,TRUE
"1810",2010,-80.43494,25.76162,TRUE
"1910",2011,-80.44847,25.7679,TRUE
"2210",2011,-80.32307,25.57145,TRUE
"2310",2011,-80.27676,25.68131,TRUE
"2410",2012,-80.36448,25.48556,TRUE
"2610",2012,-80.45395,25.29168,TRUE
"272",2012,-80.45438,25.29185,TRUE
"301",2012,-80.35902,25.55653,TRUE
"321",2012,-80.49883,25.53213,TRUE
"661",2013,-80.54179,25.41749,TRUE
"671",2013,-80.37914,25.44834,TRUE
"833",2013,-80.52158,25.40625,TRUE
"847",2013,-80.52265,25.40754,TRUE
"911",2013,-80.52366,25.40779,TRUE
"961",2014,-80.49708,25.62362,TRUE
"971",2014,-80.46688,25.72741,TRUE
"981",2014,-80.37965,25.44835,TRUE
"1351",2015,-80.51253,25.43325,TRUE
"1401",2016,-80.27653,25.71991,TRUE
"1431",2016,-80.31622,25.60967,TRUE
"1441",2016,-80.31942,25.60816,TRUE
"1761",2016,-80.52135,25.40605,TRUE
"1771",2016,-80.52384,25.40772,TRUE
"1781",2016,-80.54567,25.56367,TRUE
"1791",2016,-80.52844,25.58664,TRUE
"1801",2016,-80.52855,25.59282,TRUE
"1811",2016,-80.52777,25.59545,TRUE
"1821",2016,-80.56372,25.48219,TRUE
"1831",2016,-80.52849,25.59179,TRUE
"1841",2016,-80.49843,25.76071,TRUE
"1851",2016,-80.44065,25.94301,TRUE
"1861",2016,-80.51859,25.60288,TRUE
"1871",2016,-80.44,25.94244,TRUE
"1881",2016,-80.51243,25.60844,TRUE
"1891",2016,-80.56342,25.48375,TRUE
"1901",2016,-80.52354,25.4076,TRUE
"1911",2016,-80.47305,25.43329,TRUE
"1921",2016,-80.4973,25.63475,TRUE
"1931",2016,-80.49842,25.76071,TRUE
"1941",2016,-80.53759,25.57064,TRUE
"1951",2016,-80.45024,25.94314,TRUE
"1961",2016,-80.49847,25.7607,TRUE
"1971",2016,-80.51233,25.60842,TRUE
"1981",2016,-80.51228,25.60849,TRUE
"1991",2016,-80.56353,25.4838,TRUE
"2001",2016,-80.44005,25.94241,TRUE
"2011",2016,-80.52348,25.40764,TRUE
"2141",2017,-80.30753,25.73969,TRUE
"2391",2017,-80.56372,25.48222,TRUE
"2401",2017,-80.51239,25.60855,TRUE
"2411",2017,-80.46075,25.72759,TRUE
"2421",2017,-80.46014,25.72767,TRUE
"2431",2017,-80.43275,25.75199,TRUE
"2441",2017,-80.43268,25.75043,TRUE
"2451",2017,-80.43261,25.74846,TRUE
"246",2017,-80.4326,25.74841,TRUE
"247",2017,-80.43257,25.74765,TRUE
"248",2017,-80.43256,25.74747,TRUE
"249",2017,-80.56373,25.48221,TRUE
"250",2017,-80.56382,25.48326,TRUE
"251",2017,-80.56368,25.48378,TRUE
"252",2017,-80.56356,25.48386,TRUE
"253",2017,-80.5283,25.59494,TRUE
"254",2017,-80.47938,25.72702,TRUE
"255",2017,-80.47502,25.72715,TRUE
"256",2017,-80.46699,25.72742,TRUE
"257",2017,-80.47376,25.72751,TRUE
"258",2017,-80.46146,25.72757,TRUE
"259",2017,-80.45921,25.72765,TRUE
"260",2017,-80.4595,25.72766,TRUE
"261",2017,-80.45961,25.72768,TRUE
"262",2017,-80.46047,25.72769,TRUE
"263",2017,-80.45559,25.7279,TRUE
"264",2017,-80.43256,25.74755,TRUE
"265",2017,-80.43254,25.74766,TRUE
"266",2017,-80.43256,25.74794,TRUE
"267",2017,-80.43267,25.75049,TRUE
"268",2017,-80.43273,25.75159,TRUE
"269",2017,-80.45312,25.75377,TRUE
"270",2017,-80.455,25.76028,TRUE
"271",2017,-80.45502,25.76037,TRUE
"289",2017,-80.56357,25.48382,TRUE
"290",2017,-80.51236,25.60831,TRUE
"293",2018,-80.52361,25.40778,TRUE
"306",2018,-80.44705,25.47785,TRUE
"307",2018,-80.34617,25.46291,TRUE
"370",2016,-80.39888,25.60356,TRUE
"378",2015,-80.49842,25.7607,TRUE
"379",2015,-80.44058,25.94299,TRUE
"380",2015,-80.49703,25.62371,TRUE
"381",2015,-80.4984,25.76069,TRUE
"382",2015,-80.50968,25.61182,TRUE
"383",2015,-80.51233,25.60858,TRUE
"384",2015,-80.51368,25.60685,TRUE
"385",2015,-80.43995,25.94228,TRUE
"386",2015,-80.50966,25.61181,TRUE
"387",2015,-80.51235,25.60853,TRUE
"388",2015,-80.52355,25.40767,TRUE
"389",2014,-80.49723,25.63558,TRUE
"390",2014,-80.50973,25.61179,TRUE
"391",2014,-80.4971,25.62362,TRUE
"392",2015,-80.32713,25.82723,TRUE
"393",2014,-80.50947,25.42996,TRUE
"394",2014,-80.50975,25.61173,TRUE
"395",2014,-80.49733,25.63594,TRUE
"396",2014,-80.4971,25.62365,TRUE
"409",2015,-80.4408,25.94187,TRUE
"410",2015,-80.4485,25.77095,TRUE
"414",2015,-80.32478,25.72149,TRUE
"416",2015,-80.43893,25.68011,TRUE
"417",2015,-80.43083,25.44822,TRUE
"422",2015,-80.42964,25.7094,TRUE
"434",2014,-80.3473,25.52971,TRUE
"440",2014,-80.5637,25.48367,TRUE
"449",2014,-80.50925,25.61226,TRUE
"450",2014,-80.56369,25.48225,TRUE
"454",2014,-80.27234,25.67565,TRUE
"460",2014,-80.43995,25.94231,TRUE
"461",2013,-80.52354,25.40769,TRUE
"473",2013,-80.52358,25.40773,TRUE
"474",2010,-80.29401,25.64318,TRUE
"481",2013,-80.40045,25.47719,TRUE
"484",2013,-80.5233,25.40783,TRUE
"492",2011,-80.33809,25.82117,TRUE
"505",2016,-80.49843,25.76065,TRUE
"506",2016,-80.44056,25.94295,TRUE
"507",2016,-80.56375,25.48273,TRUE
"508",2016,-80.51258,25.60776,TRUE
"509",2016,-80.3795,25.44793,TRUE
"511",2017,-80.21088,25.7437,TRUE
"516",2017,-80.43475,25.47486,TRUE
"526",2017,-80.47303,25.43332,TRUE
"527",2017,-80.37964,25.53959,TRUE
"528",2017,-80.47307,25.43338,TRUE
"529",2017,-80.56378,25.48221,TRUE
"530",2017,-80.56378,25.48225,TRUE
"531",2017,-80.56355,25.48341,TRUE
"541",2018,-80.30966,25.62244,TRUE
"590",2018,-80.4728,25.4333,TRUE
"591",2018,-80.47305,25.43344,TRUE
"592",2018,-80.4745,25.4341,TRUE
"593",2018,-80.56382,25.48226,TRUE
"594",2018,-80.5638,25.4823,TRUE
"595",2018,-80.5636,25.4837,TRUE
"596",2018,-80.56377,25.48379,TRUE
"597",2018,-80.5604,25.5275,TRUE
"598",2018,-80.5285,25.5908,TRUE
"599",2018,-80.526,25.5968,TRUE
"600",2018,-80.5246,25.5981,TRUE
"601",2018,-80.5174,25.6038,TRUE
"602",2018,-80.5142,25.6064,TRUE
"603",2018,-80.511,25.6106,TRUE
"604",2018,-80.5097,25.6118,TRUE
"605",2018,-80.5026,25.6184,TRUE
"606",2018,-80.4973,25.6347,TRUE
"607",2018,-80.49733,25.63494,TRUE
"608",2018,-80.4973,25.6358,TRUE
"609",2018,-80.4974,25.6368,TRUE
"610",2018,-80.4974,25.6371,TRUE
"611",2018,-80.499,25.6823,TRUE
"612",2018,-80.4985,25.7607,TRUE
"613",2018,-80.4984,25.7607,TRUE
"614",2019,-80.52335,25.40779,TRUE
"615",2019,-80.52077,25.40402,TRUE
"617",2019,-80.55941,25.4404,TRUE
"618",2019,-80.56229,25.46326,TRUE
"623",2019,-80.52521,25.3929,TRUE
"655",2019,-80.55869,25.40386,TRUE
"656",2019,-80.52364,25.40766,TRUE
"669",2019,-80.32726,25.91217,TRUE
"670",2019,-80.32777,25.9124,TRUE
"672",2019,-80.5594,25.44595,TRUE
"680",2019,-80.52559,25.3873,TRUE
"681",2019,-80.52561,25.38729,TRUE
"683",2018,-80.497,25.6237,TRUE
"684",2019,-80.52399,25.4077,TRUE
"690",2018,-80.473,25.4333,TRUE
"691",2018,-80.47317,25.43358,TRUE
"692",2018,-80.3496,25.44807,TRUE
"693",2018,-80.50989,25.47397,TRUE
