"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45"
"23",0.0816235634043431,0.106181620549827,0.125472945671102,0.105837248761164,0.100649258414187,0.133826622295235,0.119964394559622,0.166170225750055,0.128006386850328,0.122483895841202,0.0892510560020289,0.141514758363134,0.149971734594467,0.137812602024958,0.141411504288135,0.123898534349549,0.118554243890085,0.162594028300677,0.133189898566346,0.12889454666654,0.116625537244577,0.134416040706958,0.5,0.129130373911617,0.109570528910344,0.160535967956807,0.133653348719773,0.158358806898593,0.141253415895346,0.0951767460883537,0.152084581266935,0.141514758363134,0.133773243438879,0.0925220772957096,0.14375445639673,0.161677663131841,0.113020676744683,0.0765469792403735,0.117849168555316,0.118767294019747,0.182409544860667,0.0405214717702796,0.120541274378979,0.117300952677046,0.127623637579782
"24",0.0752544892167779,0.126923674299011,0.140488847797755,0.100463749341839,0.0648335040218501,0.0982658816121474,0.136957269077419,0.121077839319054,0.110990272441579,0.088087567582444,0.0799868008017554,0.106630672293784,0.129577027969841,0.122359424980883,0.115749252758279,0.074042028903288,0.0679579102516313,0.157199391084901,0.144546535745862,0.142633049500751,0.0868985420043315,0.069506888190838,0.129130373911617,0.5,0.0916383748675942,0.120369573598155,0.129446938347635,0.134120997742087,0.122213465373241,0.0553418228859781,0.121786105039953,0.0994914830432174,0.114703447830963,0.0521545763951202,0.144583814047054,0.159064677132274,0.105883213340798,0.0662522554349951,0.105049216554927,0.118017351662692,0.116053281603977,0.046885882960906,0.131119864133876,0.103819364436357,0.0947239949937124
"25",0.108683189203322,0.0934653132278955,0.0818757387165609,0.0806740918137323,0,0.0843189506611937,0.0890280069258631,0.067365131415668,0.0974003704023192,0.0628792860040793,0,0.0981702002565454,0.107344591218841,0.105837248761164,0.0773057122085652,0.0751391336471474,0.0752182395912912,0.110740397580081,0.0873386358871394,0.110486492478883,0.0881447115037043,0.0884295481954092,0.109570528910344,0.0916383748675942,0.5,0.0798955551051513,0.10975529005482,0.106896354450826,0.10351317211307,0.0802852066765934,0.0787878342165745,0.0894948972615845,0.085927023467141,0,0.106964109572076,0.101568338097928,0.0948634015342628,0.0273355566140617,0.112468520902001,0.0827231520378076,0.149506528021836,0.101725092807257,0.11821012862431,0.0733355728469439,0.0946195783954061
"26",0.074130336549221,0.0571817159587717,0.0871682845172722,0.0818806679158781,0.0341114950703699,0.107971704092782,0.114431345746098,0.116553742008046,0.132996297175723,0.0734079366547986,0.0859384592393959,0.101373854696413,0.108064156960254,0.101632435855634,0.0854543374208706,0.0829543747375909,0.0821232246696106,0.110721759225592,0.0955363561010209,0.0756784113326992,0.0804438317231492,0.117062182418558,0.160535967956807,0.120369573598155,0.0798955551051513,0.5,0.119939641065423,0.110721759225592,0.113453190960211,0.0652464598407126,0.141315031730774,0.117390195354395,0.120798534531942,0.0869737717278884,0.108414242941606,0.0974019838470212,0.0880096007379798,0.0427525872383426,0.0785818960651158,0.0909530453731749,0.155045248086064,0,0.0976539668020626,0.109124745314345,0.0755711237984367
"27",0.065244273906454,0.0624448350080362,0.102607951044835,0.0742473098532142,0.0722936372889973,0.119201499835214,0.107440913613491,0.120648708899256,0.132873682961662,0.0646656510358146,0.0751177589497771,0.111184757856817,0.151533265317709,0.109919856325478,0.0823566120009824,0.0754984938054573,0.104601426551021,0.114812782834416,0.119874932091497,0.0940704423167563,0.125486000596888,0.0935639079038169,0.133653348719773,0.129446938347635,0.10975529005482,0.119939641065423,0.5,0.144661238777137,0.119661307877256,0.0942658584999939,0.136248201243586,0.0632975864899171,0.143338879581918,0.088086685274372,0.141300411320244,0.112039857106318,0.0823427355952162,0.0642479469516844,0.125897579519548,0.0730109104693882,0.180386837863433,0.066969214448346,0.113016414904799,0.0697228450540531,0.0751674210225731
"28",0.101168440143526,0.124335861635189,0.157251195663344,0.0938185231639057,0.0613546944537118,0.10707870114083,0.117993951895525,0.126321251569922,0.117932495640334,0.0926360622542714,0.0900148642845813,0.13518742929605,0.122775912400756,0.116986525594944,0.115309606594387,0.0713406471179178,0.0901587920444304,0.153189369046485,0.15687927098506,0.163637875347277,0.0931383422991139,0.10475215274783,0.158358806898593,0.134120997742087,0.106896354450826,0.110721759225592,0.144661238777137,0.5,0.125327433644447,0.0571410511947113,0.112139894893259,0.119761564668799,0.112848962727092,0,0.127351514122062,0.136773199549449,0.0744904581628354,0.0435892639878775,0.13270286207442,0.114703447830963,0.185189798003301,0,0.112425475152529,0.0679579102516314,0.0974513634054838
"29",0.0816201574285983,0.111283003066576,0.10707870114083,0.132331753595823,0.0624156620182238,0.0906497470712615,0.110894018642851,0.107799855544639,0.104079462017479,0.0918869425298571,0.0992915857442016,0.1239084849135,0.125466528718304,0.113349058938355,0.0859270234671411,0.0967199448125716,0.0698610242451882,0.167115111177486,0.133773243438879,0.131197307084775,0.106447093141626,0.088293758106066,0.141253415895346,0.122213465373241,0.10351317211307,0.113453190960211,0.119661307877256,0.125327433644447,0.5,0.0652112947575487,0.145959869599755,0.106345788835255,0.096493184713493,0.043721865315538,0.140793528649266,0.155605992387715,0.11787555431809,0.0513662256754386,0.107356691539604,0.113160498251339,0.19114861107591,0,0.101632435855634,0.101889188204146,0.0947876323479988
"30",0,0.0761403189965036,0.0480619278664743,0,0,0.0552838305641545,0,0.0699692840782412,0.0470239730086605,0,0.0827477434270336,0.0315651768454565,0.063284868804846,0.0621045642143709,0,0.0585564511848656,0.073413493295607,0.0615018281869328,0.0413489119372426,0.0800191917919141,0.0840047807816793,0,0.0951767460883537,0.0553418228859781,0.0802852066765934,0.0652464598407126,0.0942658584999939,0.0571410511947113,0.0652112947575487,0.5,0.0858176463396679,0.0702834810656274,0,0,0.100792625955723,0.0610084875003272,0,0,0,0,0.113171153596388,0,0.0459983161941857,0,0
"31",0.0587297946862196,0.0919188722230288,0.0921034792242371,0.0911722086288586,0.0849675103649672,0.131450712740583,0.0799984275069137,0.155464340143761,0.157841808972338,0.0885583246480641,0.0630146369135493,0.0963821140575493,0.133532912103631,0.124899921903004,0.085927023467141,0.117012973947766,0.123202636481751,0.107885487890259,0.0856541728294925,0.094282730566004,0.103393912722909,0.111087183262824,0.152084581266935,0.121786105039953,0.0787878342165745,0.141315031730774,0.136248201243586,0.112139894893259,0.145959869599755,0.0858176463396679,0.5,0.0999476430853094,0.0995745719124613,0.074568390313355,0.117737713347758,0.130540524581154,0.0745198594094643,0.0628254745554225,0.110453853505569,0.0940704423167563,0.185193732501306,0.0226378998394868,0.122359424980883,0.100026519348226,0.0842707643095841
"32",0,0.0813192198783267,0.10408196173639,0.111655215614436,0.0406564142467531,0.098116739850002,0.119481212944804,0.114922865001902,0.105015991662142,0.0859615679312567,0.0942388725846907,0.116581326668943,0.0821199979465086,0.120928477160225,0.0828355655672697,0.0648962669115851,0.0748834459555345,0.140488847797755,0.126607451285165,0.114686733523318,0.073437564212397,0.0806085956802751,0.141514758363134,0.0994914830432174,0.0894948972615845,0.117390195354395,0.0632975864899171,0.119761564668799,0.106345788835255,0.0702834810656274,0.0999476430853094,0.5,0.0626511548047137,0.0512042216949967,0.159536341574134,0.124051590626211,0.116881588719493,0.0461878754397246,0.100633119676944,0.101634064205137,0.165746543554259,0,0.104087848602743,0.0899346065965825,0.0840555571583929
"33",0.0683769083955185,0.0874798730468822,0.12019513186986,0.0618681186879202,0.0477511725396684,0.108683189203322,0.0984133362502868,0.102404433595059,0.0982125806604628,0.0885571177765058,0.093452366518076,0.0970952198631013,0.113016414904799,0.110798415207628,0.0990342815398421,0.0722848330083409,0.0955802733666909,0.122775912400756,0.104006798905188,0.118611455717249,0.0840297818793616,0.0785544689187484,0.133773243438879,0.114703447830963,0.085927023467141,0.120798534531942,0.143338879581918,0.112848962727092,0.096493184713493,0,0.0995745719124613,0.0626511548047137,0.5,0.0716494770393472,0.119889283441486,0.120964920279086,0.067182762295587,0.0739418918545436,0.0590704291385317,0.104828292785393,0.173975691788658,0,0.104712669138869,0.0915465162248669,0.108683189203322
"34",0,0.0853540185698788,0.0543592084103713,0,0,0,0.0452101007895142,0.0550815406089708,0.0803985355106497,0,0,0.0627667851938346,0.0701900204023432,0.0758513567653829,0,0.0575505007906463,0.0677261268802016,0.0691857914780497,0.0362440772511926,0,0,0,0.0925220772957096,0.0521545763951202,0,0.0869737717278884,0.088086685274372,0,0.043721865315538,0,0.074568390313355,0.0512042216949967,0.0716494770393472,0.5,0.0973446809046195,0.0745963589945519,0.0767701026191582,0.113074206075524,0,0,0.120431730866963,0,0.0435243900102006,0,0
"35",0.0859010880548463,0.11632751760028,0.112754693593114,0.115649985603633,0.0854232807656715,0.139754374410423,0.148173876531427,0.128495563816395,0.118578556832663,0.0987982454311694,0.116929305255429,0.13199952573578,0.124909613660183,0.123764726495144,0.130850268658856,0.0727042975945277,0.094322939265829,0.174366906469079,0.095713832045489,0.135798768908584,0.0968801299449533,0.0842823719019123,0.14375445639673,0.144583814047054,0.106964109572076,0.108414242941606,0.141300411320244,0.127351514122062,0.140793528649266,0.100792625955723,0.117737713347758,0.159536341574134,0.119889283441486,0.0973446809046195,0.5,0.131912040985773,0.112812421808048,0.0622959543633452,0.102939089228325,0.126953730195222,0.181616469944314,0.081047218975558,0.137931325690296,0.101698587088415,0.0966706731509587
"36",0.0731089336763511,0.147949036046691,0.124335861635189,0.104676532437485,0.0749839062029491,0.107176420056426,0.101889188204146,0.115028867216241,0.126458257897137,0.101373854696414,0.071648644966008,0.126183623193548,0.130251832318099,0.162000653659794,0.133880608419581,0.103027794734932,0.0927128751662985,0.169279878188993,0.120818407156118,0.146701910070257,0.0754480628068916,0.0956244897283816,0.161677663131841,0.159064677132274,0.101568338097928,0.0974019838470212,0.112039857106318,0.136773199549449,0.155605992387715,0.0610084875003272,0.130540524581154,0.124051590626211,0.120964920279086,0.0745963589945519,0.131912040985773,0.5,0.0934076896011382,0.0541936308590942,0.084948302595812,0.138344646094759,0.175766071054181,0.0678758441983282,0.124335861635189,0.0739092543856192,0.100722687223687
"37",0,0.0549631779027579,0,0.0868864535924592,0,0.0702694011777534,0.106803304059207,0.0842196259584666,0.110004665930108,0,0,0.125406129835659,0.0752769415101593,0.112986542742878,0,0.104621435881651,0.10240116123722,0.0946522661031449,0.0839166658855015,0.0943673035653141,0.0638788565666506,0,0.113020676744683,0.105883213340798,0.0948634015342628,0.0880096007379798,0.0823427355952162,0.0744904581628354,0.11787555431809,0,0.0745198594094643,0.116881588719493,0.067182762295587,0.0767701026191582,0.112812421808048,0.0934076896011382,0.5,0,0,0.0770573220433587,0.114136588940929,0,0.0841077373175401,0,0.112147393620267
"38",0.0735252609943275,0,0.0281858069206577,0,0,0,0,0.0533261769442796,0.0433394062949501,0,0,0.0364281699605549,0.0417906950538666,0.058758201191595,0,0,0,0.0504692300879857,0.0417906950538667,0,0,0,0.0765469792403735,0.0662522554349951,0.0273355566140617,0.0427525872383426,0.0642479469516844,0.0435892639878775,0.0513662256754386,0,0.0628254745554225,0.0461878754397246,0.0739418918545436,0.113074206075524,0.0622959543633452,0.0541936308590942,0,0.5,0,0.0485846567797333,0.137590016776459,0,0,0,0
"39",0,0,0.123654293206844,0.0822557513693328,0,0.0652800481487605,0.0944131990474295,0.0686661759725303,0.099888554863056,0.042061224988918,0,0.099477315728052,0.0884976161577013,0.137888570121856,0.0947450261973937,0.0674437126556626,0.0783433138581825,0.0833052735824942,0.116279858667998,0.0949101128093618,0.0562682769314732,0.0966358073429909,0.117849168555316,0.105049216554927,0.112468520902001,0.0785818960651158,0.125897579519548,0.13270286207442,0.107356691539604,0,0.110453853505569,0.100633119676944,0.0590704291385317,0,0.102939089228325,0.084948302595812,0,0,0.5,0.080680701825211,0.145346170668544,0,0.0884776537642149,0.100592283925472,0.0942352063082446
